name,type,location,website
Tohono O'Odham Community College,2 Year,"Sells, AZ",https://www.niche.com/colleges/tohono-oodham-community-college/
John Paul the Great Catholic University,4 Year,"Escondido, CA",https://www.niche.com/colleges/john-paul-the-great-catholic-university/
Villa Maria College,4 Year,"Buffalo, NY",https://www.niche.com/colleges/villa-maria-college/
Paul Mitchell the School - Bradley,2 Year,"Bourbonnais, IL",https://www.niche.com/colleges/paul-mitchell-the-school---bradley/
Penn State Shenango,4 Year,"Sharon, PA",https://www.niche.com/colleges/penn-state-shenango/
Stone Academy - Hamden,2 Year,"West Haven, CT",https://www.niche.com/colleges/stone-academy---hamden/
Oklahoma Technical College,2 Year,"Tulsa, OK",https://www.niche.com/colleges/oklahoma-technical-college/
Moore College of Art & Design,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/moore-college-of-art--and--design/
Inner State Beauty School,2 Year,"Lyndhurst, OH",https://www.niche.com/colleges/inner-state-beauty-school/
Consolidated School of Business - York,2 Year,"York, PA",https://www.niche.com/colleges/consolidated-school-of-business---york/
Rockford Career College,2 Year,"Rockford, IL",https://www.niche.com/colleges/rockford-career-college/
Presentation College,4 Year,"Aberdeen, SD",https://www.niche.com/colleges/presentation-college/
Living Arts College,4 Year,"Raleigh, NC",https://www.niche.com/colleges/living-arts-college/
Pima Medical Institute - Las Vegas,2 Year,"Las Vegas, NV",https://www.niche.com/colleges/pima-medical-institute---las-vegas/
Remington College - Shreveport,4 Year,"Shreveport, LA",https://www.niche.com/colleges/remington-college---shreveport/
Warren County Career Center,2 Year,"Lebanon, OH",https://www.niche.com/colleges/warren-county-career-center/
Lincoln Technical Institute - Lincoln,2 Year,"Lincoln, RI",https://www.niche.com/colleges/lincoln-technical-institute---lincoln/
Concorde Career Institute - Tampa,2 Year,"Tampa, FL",https://www.niche.com/colleges/concorde-career-institute---tampa/
New York College of Health Professions,4 Year,"Syosset, NY",https://www.niche.com/colleges/new-york-college-of-health-professions/
Kentucky Christian University,4 Year,"Grayson, KY",https://www.niche.com/colleges/kentucky-christian-university/
Bidge Valley Community & Technical College,2 Year,"South  Charleston, WV",https://www.niche.com/colleges/bidge-valley-community--and--technical-college/
Institute of Technology - Clovis,2 Year,"Clovis, CA",https://www.niche.com/colleges/institute-of-technology---clovis/
United Education Institute - Huntington Park,2 Year,"Huntington Park, CA",https://www.niche.com/colleges/united-education-institute---huntington-park/
J F Ingram State Technical College,2 Year,"Deatsville, AL",https://www.niche.com/colleges/j-f-ingram-state-technical-college/
Prescott College,4 Year,"Prescott, AZ",https://www.niche.com/colleges/prescott-college/
Commonwealth Institute of Funeral Service,2 Year,"Houston, TX",https://www.niche.com/colleges/commonwealth-institute-of-funeral-service/
Cortiva Institute - Orlando Campus,2 Year,"Maitland, FL",https://www.niche.com/colleges/cortiva-institute---orlando-campus/
Pima Medical Institute - East Valley,2 Year,"Mesa, AZ",https://www.niche.com/colleges/pima-medical-institute---east-valley/
InterCoast College - Rancho Cordova Campus,2 Year,"Sacramento, CA",https://www.niche.com/colleges/intercoast-college---rancho-cordova-campus/
Pennsylvania Institute of Technology,2 Year,"Media, PA",https://www.niche.com/colleges/pennsylvania-institute-of-technology/
Centura College - Norfolk,2 Year,"Norfolk, VA",https://www.niche.com/colleges/centura-college---norfolk/
InterCoast College - Riverside,2 Year,"Riverside, CA",https://www.niche.com/colleges/intercoast-college---riverside/
Tulsa Welding School - Tulsa,2 Year,"Tulsa, OK",https://www.niche.com/colleges/tulsa-welding-school---tulsa/
University of the Southwest,4 Year,"Hobbs, NM",https://www.niche.com/colleges/university-of-the-southwest/
Bryant & Stratton College - Cleveland,4 Year,"Cleveland, OH",https://www.niche.com/colleges/bryant--and--stratton-college---cleveland/
Lincoln College of Technology - Marietta,2 Year,"Marietta, GA",https://www.niche.com/colleges/lincoln-college-of-technology---marietta/
West Virginia Junior College - Bridgeport,2 Year,"Bridgeport, WV",https://www.niche.com/colleges/west-virginia-junior-college---bridgeport/
Strayer University - Pennsylvania,4 Year,"Trevose, PA",https://www.niche.com/colleges/strayer-university---pennsylvania/
Florida Career College - Jacksonville,2 Year,"Jacksonville, FL",https://www.niche.com/colleges/florida-career-college---jacksonville/
Northpoint Bible College,4 Year,"Haverhill, MA",https://www.niche.com/colleges/northpoint-bible-college/
American Institute - West Hartford,2 Year,"West Hartford, CT",https://www.niche.com/colleges/american-institute---west-hartford/
Pima Medical Institute - Chula Vista,2 Year,"Chula Vista, CA",https://www.niche.com/colleges/pima-medical-institute---chula-vista/
Santa Barbara Business College - Bakersfield,4 Year,"Bakersfield, CA",https://www.niche.com/colleges/santa-barbara-business-college---bakersfield/
Ohio State Beauty Academy,2 Year,"Lima, OH",https://www.niche.com/colleges/ohio-state-beauty-academy/
South University - Columbia,4 Year,"Columbia, SC",https://www.niche.com/colleges/south-university---columbia/
Jacksonville College,2 Year,"Jacksonville, TX",https://www.niche.com/colleges/jacksonville-college/
Eastern New Mexico University - Ruidoso,2 Year,"Ruidoso, NM",https://www.niche.com/colleges/eastern-new-mexico-university---ruidoso/
Long Island Business Institute,2 Year,"Flushing, NY",https://www.niche.com/colleges/long-island-business-institute/
Pima Medical Institute - Houston,2 Year,"Houston, TX",https://www.niche.com/colleges/pima-medical-institute---houston/
Midwestern Baptist Theological Seminary,4 Year,"Kansas City, MO",https://www.niche.com/colleges/midwestern-baptist-theological-seminary/
South University - Richmond,4 Year,"Glen Allen, VA",https://www.niche.com/colleges/south-university---richmond/
Yeshiva Karlin Stolin - Adult Education,4 Year,"Brooklyn, NY",https://www.niche.com/colleges/yeshiva-karlin-stolin---adult-education/
Fortis College - Houston South,2 Year,"Houston, TX",https://www.niche.com/colleges/fortis-college---houston-south/
Fortis College - Landover,2 Year,"Landover, MD",https://www.niche.com/colleges/fortis-college---landover/
Moore Norman Technology Center,2 Year,"Norman, OK",https://www.niche.com/colleges/moore-norman-technology-center/
Platt College - Moore,2 Year,"Moore, OK",https://www.niche.com/colleges/platt-college---moore/
Rabbinical College Bobover Yeshiva Bnei Zion,4 Year,"Brooklyn, NY",https://www.niche.com/colleges/rabbinical-college-bobover-yeshiva-bnei-zion/
Ross Medical Education Center - Granger,2 Year,"Granger, IN",https://www.niche.com/colleges/ross-medical-education-center---granger/
Wichita Technical Institute,2 Year,"Wichita, KS",https://www.niche.com/colleges/wichita-technical-institute/
Delta College - Baton Rouge Campus,2 Year,"Baton Rouge, LA",https://www.niche.com/colleges/delta-college---baton-rouge-campus/
American Institute of Medical Technology,2 Year,"Tulsa, OK",https://www.niche.com/colleges/american-institute-of-medical-technology/
Calumet College of St. Joseph,4 Year,"Whiting, IN",https://www.niche.com/colleges/calumet-college-of-st-joseph/
Pima Medical Institute - Colorado Springs,2 Year,"Colorado Springs, CO",https://www.niche.com/colleges/pima-medical-institute---colorado-springs/
Valley Forge Military College,2 Year,"Wayne, PA",https://www.niche.com/colleges/valley-forge-military-college/
City College - Fort Lauderdale,4 Year,"Fort Lauderdale, FL",https://www.niche.com/colleges/city-college---fort-lauderdale/
Hamilton Technical College,4 Year,"Davenport, IA",https://www.niche.com/colleges/hamilton-technical-college/
Ohio Valley College of Technology,2 Year,"East Liverpool, OH",https://www.niche.com/colleges/ohio-valley-college-of-technology/
Florida Career College - Tampa,2 Year,"Tampa, FL",https://www.niche.com/colleges/florida-career-college---tampa/
Aviation Institute of Maintenance - Dallas,2 Year,"Irving, TX",https://www.niche.com/colleges/aviation-institute-of-maintenance---dallas/
Trinity Baptist College,4 Year,"Jacksonville, FL",https://www.niche.com/colleges/trinity-baptist-college/
Fortis College - Richmond,2 Year,"Richmond, VA",https://www.niche.com/colleges/fortis-college---richmond/
Ross Medical Education Center - Fort Wayne,2 Year,"Fort Wayne, IN",https://www.niche.com/colleges/ross-medical-education-center---fort-wayne/
Fortis Institute - Cookeville,2 Year,"Cookeville, TN",https://www.niche.com/colleges/fortis-institute---cookeville/
Dallas Institute of Funeral Service,2 Year,"Dallas, TX",https://www.niche.com/colleges/dallas-institute-of-funeral-service/
Cortiva Institute - Fort Lauderdale/Pompano,2 Year,"Pompano Beach, FL",https://www.niche.com/colleges/cortiva-institute---fort-lauderdale-pompano/
Bryant & Stratton College - Henrietta,2 Year,"Rochester, NY",https://www.niche.com/colleges/bryant--and--stratton-college---henrietta/
Miller-Motte Technical College - Chattanooga,2 Year,"Chattanooga, TN",https://www.niche.com/colleges/miller-motte-technical-college---chattanooga/
River Valley Community College,2 Year,"Claremont, NH",https://www.niche.com/colleges/river-valley-community-college/
San Francisco Art Institute,4 Year,"San Francisco, CA",https://www.niche.com/colleges/san-francisco-art-institute/
"MyComputerCareer - Columbus, OH",2 Year,"Westerville, OH",https://www.niche.com/colleges/mycomputercareer---columbus-oh/
Paul Mitchell the School - Reno,2 Year,"Reno, NV",https://www.niche.com/colleges/paul-mitchell-the-school---reno/
Platt College - Tulsa,2 Year,"Tulsa, OK",https://www.niche.com/colleges/platt-college---tulsa/
Florida Career College - Miami,2 Year,"Miami, FL",https://www.niche.com/colleges/florida-career-college---miami/
Bryant & Stratton College - Albany,4 Year,"Albany, NY",https://www.niche.com/colleges/bryant--and--stratton-college---albany/
Miller-Motte College - Cary,2 Year,"Cary, NC",https://www.niche.com/colleges/miller-motte-college---cary/
Santa Barbara Business College - Ventura,4 Year,"Ventura, CA",https://www.niche.com/colleges/santa-barbara-business-college---ventura/
Phagans School of Hair Design - Clackamas,2 Year,"Happy Valley, OR",https://www.niche.com/colleges/phagans-school-of-hair-design---clackamas/
Remington College - Lafayette,2 Year,"Lafayette, LA",https://www.niche.com/colleges/remington-college---lafayette/
Barclay College,4 Year,"Haviland, KS",https://www.niche.com/colleges/barclay-college/
Kent State University - Ashtabula,4 Year,"Ashtabula, OH",https://www.niche.com/colleges/kent-state-university---ashtabula/
Oregon Coast Community College,2 Year,"Newport, OR",https://www.niche.com/colleges/oregon-coast-community-college/
Centura College - Chesapeake,4 Year,"Chesapeake, VA",https://www.niche.com/colleges/centura-college---chesapeake/
Los Angeles ORT College - Los Angeles,2 Year,"Los Angeles, CA",https://www.niche.com/colleges/los-angeles-ort-college---los-angeles/
Healthcare Career College,2 Year,"Paramount, CA",https://www.niche.com/colleges/healthcare-career-college/
Joseph's College,2 Year,"Lincoln, NE",https://www.niche.com/colleges/josephs-college/
ASA College,2 Year,"Brooklyn, NY",https://www.niche.com/colleges/asa-college/
Bryant & Stratton College - Hampton,4 Year,"Hampton, VA",https://www.niche.com/colleges/bryant--and--stratton-college---hampton/
Fortis College - Columbia,2 Year,"Columbia, SC",https://www.niche.com/colleges/fortis-college---columbia/
Cortiva Institute - Miami,2 Year,"Miami, FL",https://www.niche.com/colleges/cortiva-institute---miami/
West Virginia Junior College - Morgantown,2 Year,"Morgantown, WV",https://www.niche.com/colleges/west-virginia-junior-college---morgantown/
SAE Institute of Technology - Atlanta,2 Year,"Atlanta, GA",https://www.niche.com/colleges/sae-institute-of-technology---atlanta/
Southwest Institute of Healing Arts,2 Year,"Tempe, AZ",https://www.niche.com/colleges/southwest-institute-of-healing-arts/
Ohio Business College - Sheffield,2 Year,"Sheffield Village, OH",https://www.niche.com/colleges/ohio-business-college---sheffield/
Trinity College of Florida,4 Year,"Trinity, FL",https://www.niche.com/colleges/trinity-college-of-florida/
Raphael's School of Beauty Culture - Niles,2 Year,"Niles, OH",https://www.niche.com/colleges/raphaels-school-of-beauty-culture---niles/
National College - Nashville,2 Year,"Nashville, TN",https://www.niche.com/colleges/national-college---nashville/
All-State Career School - Essington,2 Year,"Essington, PA",https://www.niche.com/colleges/all-state-career-school---essington/
Platt College - San Diego,4 Year,"San Diego, CA",https://www.niche.com/colleges/platt-college---san-diego/
Radford M Locklin Technical Center,2 Year,"Milton, FL",https://www.niche.com/colleges/radford-m-locklin-technical-center/
Welch College,4 Year,"Gallatin, TN",https://www.niche.com/colleges/welch-college/
Naropa University,4 Year,"Boulder, CO",https://www.niche.com/colleges/naropa-university/
Baker College of Owosso,4 Year,"Owosso, MI",https://www.niche.com/colleges/baker-college-of-owosso/
Escoffier School of Culinary Arts - Austin,2 Year,"Austin, TX",https://www.niche.com/colleges/escoffier-school-of-culinary-arts---austin/
Tillamook Bay Community College,2 Year,"Tillamook, OR",https://www.niche.com/colleges/tillamook-bay-community-college/
Nevada Career Institute,2 Year,"Las Vegas, NV",https://www.niche.com/colleges/nevada-career-institute/
DeVry University - Florida,4 Year,"Miramar, FL",https://www.niche.com/colleges/devry-university---florida/
Lincoln College of Technology - Indianapolis,2 Year,"Indianapolis, IN",https://www.niche.com/colleges/lincoln-college-of-technology---indianapolis/
