name,type,location,website
Fortis Institute - Port Saint Lucie,2 Year,"Port Saint Lucie, FL",https://www.niche.com/colleges/fortis-institute---port-saint-lucie/
Lincoln Technical Institute - East Windsor,2 Year,"East Windsor, CT",https://www.niche.com/colleges/lincoln-technical-institute---east-windsor/
Aviation Institute of Maintenance - Atlanta,2 Year,"Duluth, GA",https://www.niche.com/colleges/aviation-institute-of-maintenance---atlanta/
Calvary Bible College & Theological Seminary,4 Year,"Kansas City, MO",https://www.niche.com/colleges/calvary-bible-college--and--theological-seminary/
Cambridge Junior College - Yuba City,2 Year,"Yuba City, CA",https://www.niche.com/colleges/cambridge-junior-college---yuba-city/
Aviation Institute of Maintenance - Manassas,2 Year,"Manassas, VA",https://www.niche.com/colleges/aviation-institute-of-maintenance---manassas/
South Coast College,2 Year,"Orange, CA",https://www.niche.com/colleges/south-coast-college/
Life Pacific College,4 Year,"San Dimas, CA",https://www.niche.com/colleges/life-pacific-college/
Florida Career College - Pembroke Pines,2 Year,"Pembroke Pines, FL",https://www.niche.com/colleges/florida-career-college---pembroke-pines/
Kuyper College,4 Year,"Grand Rapids, MI",https://www.niche.com/colleges/kuyper-college/
Pamlico Community College,2 Year,"Grantsboro, NC",https://www.niche.com/colleges/pamlico-community-college/
Tennessee Technology Center at Covington,2 Year,"Covington, TN",https://www.niche.com/colleges/tennessee-technology-center-at-covington/
Milwaukee Career College,2 Year,"Milwaukee, WI",https://www.niche.com/colleges/milwaukee-career-college/
Multnomah University,4 Year,"Portland, OR",https://www.niche.com/colleges/multnomah-university/
Bel-Rea Institute of Animal Technology,2 Year,"Denver, CO",https://www.niche.com/colleges/bel-rea-institute-of-animal-technology/
Penn Commercial Business/Technical School,2 Year,"Washington, PA",https://www.niche.com/colleges/penn-commercial-business-technical-school/
City College - Hollywood,2 Year,"Hollywood, FL",https://www.niche.com/colleges/city-college---hollywood/
San Joaquin Valley College - Bakersfield,2 Year,"Bakersfield, CA",https://www.niche.com/colleges/san-joaquin-valley-college---bakersfield/
Concorde Career College - San Antonio,2 Year,"San Antonio, TX",https://www.niche.com/colleges/concorde-career-college---san-antonio/
San Joaquin Valley College - Hesperia,2 Year,"Hesperia, CA",https://www.niche.com/colleges/san-joaquin-valley-college---hesperia/
Cambridge Institute of Allied Health & Technology - Delray Beach,2 Year,"Delray Beach, FL",https://www.niche.com/colleges/cambridge-institute-of-allied-health--and--technology---delray-beach/
Lincoln Christian University,4 Year,"Lincoln, IL",https://www.niche.com/colleges/lincoln-christian-university/
Institute of Medical and Business Careers,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/institute-of-medical-and-business-careers/
Carrington College - San Leandro,2 Year,"San Leandro, CA",https://www.niche.com/colleges/carrington-college---san-leandro/
St. Paul's School of Nursing - Queens,2 Year,"Rego Park, NY",https://www.niche.com/colleges/st-pauls-school-of-nursing---queens/
Nossi College of Art,4 Year,"Madison, TN",https://www.niche.com/colleges/nossi-college-of-art/
Tennessee College of Applied Technology - Jacksboro,2 Year,"Jacksboro, TN",https://www.niche.com/colleges/tennessee-college-of-applied-technology---jacksboro/
Carrington College - Reno,2 Year,"Reno, NV",https://www.niche.com/colleges/carrington-college---reno/
ATA College,2 Year,"Louisville, KY",https://www.niche.com/colleges/ata-college/
Universal Technical Institute - Avondale,2 Year,"Avondale, AZ",https://www.niche.com/colleges/universal-technical-institute---avondale/
Aveda Institute - Denver,2 Year,"Denver, CO",https://www.niche.com/colleges/aveda-institute---denver/
Strayer University - Virginia,4 Year,"Arlington, VA",https://www.niche.com/colleges/strayer-university---virginia/
Orange Technical College - Orlando Campus,2 Year,"Orlando, FL",https://www.niche.com/colleges/orange-technical-college---orlando-campus/
Western Technical College - North,4 Year,"El Paso, TX",https://www.niche.com/colleges/western-technical-college---north/
Rosedale Technical College,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/rosedale-technical-college/
New Castle School of Trades,2 Year,"New Castle, PA",https://www.niche.com/colleges/new-castle-school-of-trades/
Herzing University - Orlando,4 Year,"Winter Park, FL",https://www.niche.com/colleges/herzing-university---orlando/
South University - Tampa,4 Year,"Tampa, FL",https://www.niche.com/colleges/south-university---tampa/
Aviation Institute of Maintenance - Houston,2 Year,"Houston, TX",https://www.niche.com/colleges/aviation-institute-of-maintenance---houston/
Paul Mitchell the School - Honolulu,2 Year,"Honolulu, HI",https://www.niche.com/colleges/paul-mitchell-the-school---honolulu/
PJ's College of Cosmetology - Bowling Green,2 Year,"Bowling Green, KY",https://www.niche.com/colleges/pjs-college-of-cosmetology---bowling-green/
Platt College - Aurora,4 Year,"Aurora, CO",https://www.niche.com/colleges/platt-college---aurora/
Carrington College - Spokane,2 Year,"Spokane, WA",https://www.niche.com/colleges/carrington-college---spokane/
Laurel Technical Institute,2 Year,"Sharon, PA",https://www.niche.com/colleges/laurel-technical-institute/
Carrington College - Stockton,2 Year,"Stockton, CA",https://www.niche.com/colleges/carrington-college---stockton/
Purdue University Global - Cedar Rapids Campus,4 Year,"Cedar Rapids, IA",https://www.niche.com/colleges/purdue-university-global---cedar-rapids-campus/
Mid-America College of Funeral Service,4 Year,"Jeffersonville, IN",https://www.niche.com/colleges/mid-america-college-of-funeral-service/
Carrington College - Pomona,2 Year,"Pomona, CA",https://www.niche.com/colleges/carrington-college---pomona/
Bethel College - Kansas,4 Year,"North Newton, KS",https://www.niche.com/colleges/bethel-college---kansas/
Midwest Technical Institute - Moline,2 Year,"Moline, IL",https://www.niche.com/colleges/midwest-technical-institute---moline/
North Florida Community College,4 Year,"Madison, FL",https://www.niche.com/colleges/north-florida-community-college/
Fortis College - Norfolk,2 Year,"Norfolk, VA",https://www.niche.com/colleges/fortis-college---norfolk/
YTI Career Institute - Altoona,2 Year,"Altoona, PA",https://www.niche.com/colleges/yti-career-institute---altoona/
Central Coast College,2 Year,"Salinas, CA",https://www.niche.com/colleges/central-coast-college/
Eastern International College - Belleville,4 Year,"Belleville, NJ",https://www.niche.com/colleges/eastern-international-college---belleville/
Herzing University - Kenosha,4 Year,"Kenosha, WI",https://www.niche.com/colleges/herzing-university---kenosha/
Pima Medical Institute - Seattle,2 Year,"Seattle, WA",https://www.niche.com/colleges/pima-medical-institute---seattle/
Mount Marty College,4 Year,"Yankton, SD",https://www.niche.com/colleges/mount-marty-college/
Universal Technical Institute - Norwood,2 Year,"Norwood, MA",https://www.niche.com/colleges/universal-technical-institute---norwood/
Mayfield College,2 Year,"Cathedral City, CA",https://www.niche.com/colleges/mayfield-college/
Mid-Atlantic Christian University,4 Year,"Elizabeth City, NC",https://www.niche.com/colleges/mid-atlantic-christian-university/
Delaware College of Art & Design,2 Year,"Wilmington, DE",https://www.niche.com/colleges/delaware-college-of-art--and--design/
Florida Career College - Boynton Beach,2 Year,"Boynton Beach, FL",https://www.niche.com/colleges/florida-career-college---boynton-beach/
Erie Institute of Technology,2 Year,"Erie, PA",https://www.niche.com/colleges/erie-institute-of-technology/
Central Penn College,4 Year,"Summerdale, PA",https://www.niche.com/colleges/central-penn-college/
Midwest Institute,2 Year,"Fenton, MO",https://www.niche.com/colleges/midwest-institute/
Bellus Academy - El Cajon,2 Year,"El Cajon, CA",https://www.niche.com/colleges/bellus-academy---el-cajon/
Penn State Greater Allegheny,4 Year,"McKeesport, PA",https://www.niche.com/colleges/penn-state-greater-allegheny/
Lincoln Technical Institute - Allentown,2 Year,"Allentown, PA",https://www.niche.com/colleges/lincoln-technical-institute---allentown/
City College - Altamonte Springs,2 Year,"Altamonte Springs, FL",https://www.niche.com/colleges/city-college---altamonte-springs/
Career College of Northern Nevada,2 Year,"Sparks, NV",https://www.niche.com/colleges/career-college-of-northern-nevada/
American Career College - Los Angeles,2 Year,"Los Angeles, CA",https://www.niche.com/colleges/american-career-college---los-angeles/
New York Medical Career Training Center,2 Year,"Flushing, NY",https://www.niche.com/colleges/new-york-medical-career-training-center/
Washington County Community College,2 Year,"Calais, ME",https://www.niche.com/colleges/washington-county-community-college/
Pacific College,4 Year,"Costa Mesa, CA",https://www.niche.com/colleges/pacific-college/
Tennessee Technology Center at Hartsville,2 Year,"Hartsville, TN",https://www.niche.com/colleges/tennessee-technology-center-at-hartsville/
Intercoast College - Anaheim Campus,2 Year,"Anaheim, CA",https://www.niche.com/colleges/intercoast-college---anaheim-campus/
Donnelly College,4 Year,"Kansas City, KS",https://www.niche.com/colleges/donnelly-college/
Austin Kade Academy,2 Year,"Idaho Falls, ID",https://www.niche.com/colleges/austin-kade-academy/
CollegeAmerica - Denver,2 Year,"Denver, CO",https://www.niche.com/colleges/collegeamerica---denver/
Platt College - Oklahoma City North,2 Year,"Oklahoma City, OK",https://www.niche.com/colleges/platt-college---oklahoma-city-north/
Neumont College of Computer Science,4 Year,"Salt Lake City, UT",https://www.niche.com/colleges/neumont-college-of-computer-science/
Emerald Coast Technical College,2 Year,"DeFuniak Springs, FL",https://www.niche.com/colleges/emerald-coast-technical-college/
Manor College,4 Year,"Jenkintown, PA",https://www.niche.com/colleges/manor-college/
Midwestern Career Center,2 Year,"Chicago, IL",https://www.niche.com/colleges/midwestern-career-center/
Vet Tech Institute,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/vet-tech-institute/
Angeles College,4 Year,"Los Angeles, CA",https://www.niche.com/colleges/angeles-college/
Raphael's School of Beauty Culture - Alliance,2 Year,"Alliance, OH",https://www.niche.com/colleges/raphaels-school-of-beauty-culture---alliance/
Florida Career College - Margate,2 Year,"Margate, FL",https://www.niche.com/colleges/florida-career-college---margate/
Florida Career College - Hialeah,2 Year,"Hialeah, FL",https://www.niche.com/colleges/florida-career-college---hialeah/
SAE Institute of Technology - Nashville,4 Year,"Nashville, TN",https://www.niche.com/colleges/sae-institute-of-technology---nashville/
Eastern Shore Community College,2 Year,"Melfa, VA",https://www.niche.com/colleges/eastern-shore-community-college/
Antonelli College - Cincinatti,2 Year,"Cincinnati, OH",https://www.niche.com/colleges/antonelli-college---cincinatti/
Judson College,4 Year,"Marion, AL",https://www.niche.com/colleges/judson-college/
Warner Pacific College - Adult Degree Program,4 Year,"Portland, OR",https://www.niche.com/colleges/warner-pacific-college---adult-degree-program/
Manhattan Christian College,4 Year,"Manhattan, KS",https://www.niche.com/colleges/manhattan-christian-college/
Spartan College of Aeronautics and Technology,2 Year,"Broomfield, CO",https://www.niche.com/colleges/spartan-college-of-aeronautics-and-technology/
Carrington College - Mesquite,2 Year,"Mesquite, TX",https://www.niche.com/colleges/carrington-college---mesquite/
Turtle Mountain Community College,4 Year,"Belcourt, ND",https://www.niche.com/colleges/turtle-mountain-community-college/
Marlboro College,4 Year,"Marlboro, VT",https://www.niche.com/colleges/marlboro-college/
Pennco Tech - Bristol,2 Year,"Bristol, PA",https://www.niche.com/colleges/pennco-tech---bristol/
Piedmont International University,4 Year,"Winston-Salem, NC",https://www.niche.com/colleges/piedmont-international-university/
St. Louis College of Pharmacy,4 Year,"Saint Louis, MO",https://www.niche.com/colleges/st-louis-college-of-pharmacy/
List College - The Jewish Theological Seminary,4 Year,"New York, NY",https://www.niche.com/colleges/list-college---the-jewish-theological-seminary/
Peirce College,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/peirce-college/
Perry Technical Institute,2 Year,"Yakima, WA",https://www.niche.com/colleges/perry-technical-institute/
Hillsdale College,4 Year,"Hillsdale, MI",https://www.niche.com/colleges/hillsdale-college/
Chamberlain College of Nursing - Arizona,4 Year,"Phoenix, AZ",https://www.niche.com/colleges/chamberlain-college-of-nursing---arizona/
Hallmark University,4 Year,"San Antonio, TX",https://www.niche.com/colleges/hallmark-university/
Bidwell Training Center,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/bidwell-training-center/
Hillyard Technical Center,2 Year,"Saint Joseph, MO",https://www.niche.com/colleges/hillyard-technical-center/
Advanced Training Associates,2 Year,"El Cajon, CA",https://www.niche.com/colleges/advanced-training-associates/
AdventHealth University,4 Year,"Orlando, FL",https://www.niche.com/colleges/adventhealth-university/
Conemaugh Valley Memorial Hospital,2 Year,"Johnstown, PA",https://www.niche.com/colleges/conemaugh-valley-memorial-hospital/
American Academy of Dramatic Arts - New York,2 Year,"New York, NY",https://www.niche.com/colleges/american-academy-of-dramatic-arts---new-york/
City University of Seattle,4 Year,"Seattle, WA",https://www.niche.com/colleges/city-university-of-seattle/
Chamberlain College of Nursing - Florida,4 Year,"Jacksonville, FL",https://www.niche.com/colleges/chamberlain-college-of-nursing---florida/
Galen College of Nursing - Cincinnati,2 Year,"Cincinnati, OH",https://www.niche.com/colleges/galen-college-of-nursing---cincinnati/
Aveda Institute - Des Moines,2 Year,"West Des Moines, IA",https://www.niche.com/colleges/aveda-institute---des-moines/
Clarkson College,4 Year,"Omaha, NE",https://www.niche.com/colleges/clarkson-college/
Kettering College,4 Year,"Kettering, OH",https://www.niche.com/colleges/kettering-college/
Toledo Public Schools Adult & Continuing Education,2 Year,"Toledo, OH",https://www.niche.com/colleges/toledo-public-schools-adult--and--continuing-education/
Culinary Institute LENOTRE,2 Year,"Houston, TX",https://www.niche.com/colleges/culinary-institute-lenotre/
Franciscan Missionaries of Our Lady University,4 Year,"Baton Rouge, LA",https://www.niche.com/colleges/franciscan-missionaries-of-our-lady-university/
Western Pennsylvania Hospital School of Nursing,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/western-pennsylvania-hospital-school-of-nursing/
Texas State Technical College,2 Year,"Waco, TX",https://www.niche.com/colleges/texas-state-technical-college/
IBMC College - Fort Collins,2 Year,"Fort Collins, CO",https://www.niche.com/colleges/ibmc-college---fort-collins/
Pima Medical Institute - Albuquerque West,2 Year,"Albuquerque, NM",https://www.niche.com/colleges/pima-medical-institute---albuquerque-west/
Central Christian College of the Bible,4 Year,"Moberly, MO",https://www.niche.com/colleges/central-christian-college-of-the-bible/
Bryant & Stratton College - Virginia Beach,4 Year,"Virginia Beach, VA",https://www.niche.com/colleges/bryant--and--stratton-college---virginia-beach/
"Watkins College of Art, Design, & Film",4 Year,"Nashville, TN",https://www.niche.com/colleges/watkins-college-of-art-design--and--film/
Herzing University - Brookfield,4 Year,"Brookfield, WI",https://www.niche.com/colleges/herzing-university---brookfield/
Kehilath Yakov Rabbinical Seminary,4 Year,"Ossining, NY",https://www.niche.com/colleges/kehilath-yakov-rabbinical-seminary/
Bryant & Stratton College - Wauwatosa,4 Year,"Wauwatosa, WI",https://www.niche.com/colleges/bryant--and--stratton-college---wauwatosa/
Randall University,4 Year,"Moore, OK",https://www.niche.com/colleges/randall-university/
New Mexico State University - Grants,2 Year,"Grants, NM",https://www.niche.com/colleges/new-mexico-state-university---grants/
Pima Medical Institute - Denver,2 Year,"Denver, CO",https://www.niche.com/colleges/pima-medical-institute---denver/
Johnson University Florida,4 Year,"Kissimmee, FL",https://www.niche.com/colleges/johnson-university-florida/
South University - Montgomery,4 Year,"Montgomery, AL",https://www.niche.com/colleges/south-university---montgomery/
Southern Technical College - Orlando,2 Year,"Orlando, FL",https://www.niche.com/colleges/southern-technical-college---orlando/
Refrigeration School,2 Year,"Phoenix, AZ",https://www.niche.com/colleges/refrigeration-school/
Florida Career College - Lauderdale Lakes,2 Year,"Lauderdale Lakes, FL",https://www.niche.com/colleges/florida-career-college---lauderdale-lakes/
Cogswell Polytechnical College,4 Year,"San Jose, CA",https://www.niche.com/colleges/cogswell-polytechnical-college/
Compass College of Cinematic Arts,4 Year,"Grand Rapids, MI",https://www.niche.com/colleges/compass-college-of-cinematic-arts/
South University - Virginia Beach,4 Year,"Virginia Beach, VA",https://www.niche.com/colleges/south-university---virginia-beach/
Rabbinical Academy Mesivta Rabbi Chaim Berlin,4 Year,"Brooklyn, NY",https://www.niche.com/colleges/rabbinical-academy-mesivta-rabbi-chaim-berlin/
New England Culinary Institute,4 Year,"Montpelier, VT",https://www.niche.com/colleges/new-england-culinary-institute/
Goodwin College,4 Year,"East Hartford, CT",https://www.niche.com/colleges/goodwin-college/
Bold Beauty Academy,2 Year,"Billings, MT",https://www.niche.com/colleges/bold-beauty-academy/
Southwest Technology Center,2 Year,"Altus, OK",https://www.niche.com/colleges/southwest-technology-center/
American Academy of Art,4 Year,"Chicago, IL",https://www.niche.com/colleges/american-academy-of-art/
Davis College - New York,4 Year,"Johnson City, NY",https://www.niche.com/colleges/davis-college---new-york/
Purdue University Global - Omaha Campus,4 Year,"Omaha, NE",https://www.niche.com/colleges/purdue-university-global---omaha-campus/
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,4 Year,"Los Angeles, CA",https://www.niche.com/colleges/yeshiva-ohr-elchonon-chabad-west-coast-talmudical-seminary/
Herzing University - Minneapolis,4 Year,"St. Louis Park, MN",https://www.niche.com/colleges/herzing-university---minneapolis/
Washington County Career Center - Adult Technical Training,2 Year,"Marietta, OH",https://www.niche.com/colleges/washington-county-career-center---adult-technical-training/
Dean Institute of Technology,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/dean-institute-of-technology/
Lincoln College of Technology - Melrose Park,2 Year,"Melrose Park, IL",https://www.niche.com/colleges/lincoln-college-of-technology---melrose-park/
Remington College - Nashville,2 Year,"Nashville, TN",https://www.niche.com/colleges/remington-college---nashville/
Paul Mitchell the School - Lexington,2 Year,"Lexington, KY",https://www.niche.com/colleges/paul-mitchell-the-school---lexington/
South University - Savannah,4 Year,"Savannah, GA",https://www.niche.com/colleges/south-university---savannah/
Art Academy of Cincinnati,4 Year,"Cincinnati, OH",https://www.niche.com/colleges/art-academy-of-cincinnati/
Euphoria Institute of Beauty Arts & Sciences - Summerlin,2 Year,"Las Vegas, NV",https://www.niche.com/colleges/euphoria-institute-of-beauty-arts--and--sciences---summerlin/
Fortis College - Phoenix,2 Year,"Phoenix, AZ",https://www.niche.com/colleges/fortis-college---phoenix/
Capri College - Cedar Rapids,2 Year,"Cedar Rapids, IA",https://www.niche.com/colleges/capri-college---cedar-rapids/
Douglas Education Center,2 Year,"Monessen, PA",https://www.niche.com/colleges/douglas-education-center/
Brown Aveda Institute - Mentor,2 Year,"Mentor, OH",https://www.niche.com/colleges/brown-aveda-institute---mentor/
Pacific Northwest College of Art,4 Year,"Portland, OR",https://www.niche.com/colleges/pacific-northwest-college-of-art/
Antioch College,4 Year,"Yellow Springs, OH",https://www.niche.com/colleges/antioch-college/
Creative Images Institute of Cosmetology - North Dayton,2 Year,"Dayton, OH",https://www.niche.com/colleges/creative-images-institute-of-cosmetology---north-dayton/
Herzing University - Atlanta,4 Year,"Atlanta, GA",https://www.niche.com/colleges/herzing-university---atlanta/
Paul Mitchell the School - Boise,2 Year,"Boise, ID",https://www.niche.com/colleges/paul-mitchell-the-school---boise/
Paul Mitchell the School - Spokane,2 Year,"Spokane Valley, WA",https://www.niche.com/colleges/paul-mitchell-the-school---spokane/
Sinte Gleska University,4 Year,"Mission, SD",https://www.niche.com/colleges/sinte-gleska-university/
Pima Medical Institute - South Denver,2 Year,"Aurora, CO",https://www.niche.com/colleges/pima-medical-institute---south-denver/
Madison Adult Career Center,2 Year,"Mansfield, OH",https://www.niche.com/colleges/madison-adult-career-center/
Florida Career College - Houston Campus,2 Year,"Houston, TX",https://www.niche.com/colleges/florida-career-college---houston-campus/
New York Career Institute,2 Year,"New York, NY",https://www.niche.com/colleges/new-york-career-institute/
Walnut Hill College,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/walnut-hill-college/
Concorde Career College - Portland,2 Year,"Portland, OR",https://www.niche.com/colleges/concorde-career-college---portland/
CBD College,2 Year,"Los Angeles, CA",https://www.niche.com/colleges/cbd-college/
ITI Technical College,2 Year,"Baton Rouge, LA",https://www.niche.com/colleges/iti-technical-college/
Aviation Institute of Maintenance - Kansas City,2 Year,"Kansas City, MO",https://www.niche.com/colleges/aviation-institute-of-maintenance---kansas-city/
The Spa School,2 Year,"Columbus, OH",https://www.niche.com/colleges/the-spa-school/
Trinity Bible College,4 Year,"Ellendale, ND",https://www.niche.com/colleges/trinity-bible-college/
Herzing University - Birmingham,4 Year,"Birmingham, AL",https://www.niche.com/colleges/herzing-university---birmingham/
Northwest Career College,2 Year,"Las Vegas, NV",https://www.niche.com/colleges/northwest-career-college/
Sierra Nevada University,4 Year,"Incline Village, NV",https://www.niche.com/colleges/sierra-nevada-university/
Remington College - Houston Southeast,2 Year,"Webster, TX",https://www.niche.com/colleges/remington-college---houston-southeast/
Holy Family College,4 Year,"Manitowoc, WI",https://www.niche.com/colleges/holy-family-college/
Pima Medical Institute - Renton,2 Year,"Renton, WA",https://www.niche.com/colleges/pima-medical-institute---renton/
St. Louis College of Health Careers - St. Louis,2 Year,"Saint Louis, MO",https://www.niche.com/colleges/st-louis-college-of-health-careers---st-louis/
North-West College - Riverside,2 Year,"Riverside, CA",https://www.niche.com/colleges/north-west-college---riverside/
Fortis College - Cincinnati,2 Year,"Cincinnati, OH",https://www.niche.com/colleges/fortis-college---cincinnati/
Harcum College,2 Year,"Bryn Mawr, PA",https://www.niche.com/colleges/harcum-college/
Bryant & Stratton College - Eastlake,4 Year,"Solon, OH",https://www.niche.com/colleges/bryant--and--stratton-college---eastlake/
Automotive Training Center - Exton,2 Year,"Exton, PA",https://www.niche.com/colleges/automotive-training-center---exton/
Aviation Institute of Maintenance - Chesapeake,2 Year,"Chesapeake, VA",https://www.niche.com/colleges/aviation-institute-of-maintenance---chesapeake/
Concorde Career Institute - Orlando,2 Year,"Orlando, FL",https://www.niche.com/colleges/concorde-career-institute---orlando/
Concorde Career Institute - Miramar,2 Year,"Miramar, FL",https://www.niche.com/colleges/concorde-career-institute---miramar/
Ohio Business College - Sandusky,2 Year,"Sandusky, OH",https://www.niche.com/colleges/ohio-business-college---sandusky/
SABER College,2 Year,"Miami, FL",https://www.niche.com/colleges/saber-college/
HoHoKus School - RETS Nutley,2 Year,"Nutley, NJ",https://www.niche.com/colleges/hohokus-school---rets-nutley/
Teterboro School of Aeronautics,2 Year,"Teterboro, NJ",https://www.niche.com/colleges/teterboro-school-of-aeronautics/
Salina Area Technical College,2 Year,"Salina, KS",https://www.niche.com/colleges/salina-area-technical-college/
Aveda Institute - Portland,2 Year,"Portland, OR",https://www.niche.com/colleges/aveda-institute---portland/
Carrington College - San Jose,2 Year,"San Jose, CA",https://www.niche.com/colleges/carrington-college---san-jose/
Carrington College - Sacramento,2 Year,"Sacramento, CA",https://www.niche.com/colleges/carrington-college---sacramento/
White Mountains Community College,2 Year,"Berlin, NH",https://www.niche.com/colleges/white-mountains-community-college/
Vet Tech Institute of Houston,2 Year,"Houston, TX",https://www.niche.com/colleges/vet-tech-institute-of-houston/
Triangle Tech - Greensburg,2 Year,"Greensburg, PA",https://www.niche.com/colleges/triangle-tech---greensburg/
Cleveland Institute of Music,4 Year,"Cleveland, OH",https://www.niche.com/colleges/cleveland-institute-of-music/
Alaska Pacific University,4 Year,"Anchorage, AK",https://www.niche.com/colleges/alaska-pacific-university/
Delaware Technical Community College - Owens,2 Year,"Georgetown, DE",https://www.niche.com/colleges/delaware-technical-community-college---owens/
Johnson College of Technology,2 Year,"Scranton, PA",https://www.niche.com/colleges/johnson-college-of-technology/
Galen College of Nursing - Tampa Bay,4 Year,"Saint Petersburg, FL",https://www.niche.com/colleges/galen-college-of-nursing---tampa-bay/
WyoTech - Laramie,2 Year,"Laramie, WY",https://www.niche.com/colleges/wyotech---laramie/
Laurel Business Institute,2 Year,"Uniontown, PA",https://www.niche.com/colleges/laurel-business-institute/
Southeastern College - West Palm Beach,2 Year,"West Palm Beach, FL",https://www.niche.com/colleges/southeastern-college---west-palm-beach/
Ohio Technical College,2 Year,"Cleveland, OH",https://www.niche.com/colleges/ohio-technical-college/
Baptist Health College - Little Rock,2 Year,"Little Rock, AR",https://www.niche.com/colleges/baptist-health-college---little-rock/
Manhattan School of Music,4 Year,"New York, NY",https://www.niche.com/colleges/manhattan-school-of-music/
MTI College,2 Year,"Sacramento, CA",https://www.niche.com/colleges/mti-college/
Methodist College,4 Year,"Peoria, IL",https://www.niche.com/colleges/methodist-college/
Academy for Nursing & Health Occupations,2 Year,"West Palm Beach, FL",https://www.niche.com/colleges/academy-for-nursing--and--health-occupations/
Strayer University - North Carolina,4 Year,"Morrisville, NC",https://www.niche.com/colleges/strayer-university---north-carolina/
Grove City College,4 Year,"Grove City, PA",https://www.niche.com/colleges/grove-city-college/
Bryant & Stratton College - Syracuse Main,2 Year,"Syracuse, NY",https://www.niche.com/colleges/bryant--and--stratton-college---syracuse-main/
Paul Mitchell the School - Colorado Springs,2 Year,"Colorado Springs, CO",https://www.niche.com/colleges/paul-mitchell-the-school---colorado-springs/
Fortis College - Centerville,2 Year,"Centerville, OH",https://www.niche.com/colleges/fortis-college---centerville/
Internatonal Salon & Spa Academy,2 Year,"Colorado Springs, CO",https://www.niche.com/colleges/internatonal-salon--and--spa-academy/
Stone Academy - East Hartford,2 Year,"East Hartford, CT",https://www.niche.com/colleges/stone-academy---east-hartford/
Pennco Tech - Blackwood,2 Year,"Blackwood, NJ",https://www.niche.com/colleges/pennco-tech---blackwood/
Lincoln College of Technology - Nashville,2 Year,"Nashville, TN",https://www.niche.com/colleges/lincoln-college-of-technology---nashville/
Vista College - El Paso,2 Year,"El Paso, TX",https://www.niche.com/colleges/vista-college---el-paso/
Ohio University - Eastern,4 Year,"Saint Clairsville, OH",https://www.niche.com/colleges/ohio-university---eastern/
Bellus Academy - Poway,2 Year,"Poway, CA",https://www.niche.com/colleges/bellus-academy---poway/
Pennsylvania College of Art & Design,4 Year,"Lancaster, PA",https://www.niche.com/colleges/pennsylvania-college-of-art--and--design/
Bay State College,4 Year,"Boston, MA",https://www.niche.com/colleges/bay-state-college/
Immokalee Technical Center,2 Year,"Immokalee, FL",https://www.niche.com/colleges/immokalee-technical-center/
Stautzenberger College - Maumee,2 Year,"Maumee, OH",https://www.niche.com/colleges/stautzenberger-college---maumee/
Lincoln College of Technology - Columbia,2 Year,"Columbia, MD",https://www.niche.com/colleges/lincoln-college-of-technology---columbia/
Nebraska Christian College,4 Year,"Papillion, NE",https://www.niche.com/colleges/nebraska-christian-college/
Pennsylvania Academy of the Fine Arts,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/pennsylvania-academy-of-the-fine-arts/
Chattanooga College Medical Dental & Technical Careers,2 Year,"Chattanooga, TN",https://www.niche.com/colleges/chattanooga-college-medical-dental--and--technical-careers/
Paul Mitchell the School - Rexburg,2 Year,"Rexburg, ID",https://www.niche.com/colleges/paul-mitchell-the-school---rexburg/
Benjamin Franklin Institute of Technology,4 Year,"Boston, MA",https://www.niche.com/colleges/benjamin-franklin-institute-of-technology/
Career Quest Learning Center - Jackson,2 Year,"Jackson, MI",https://www.niche.com/colleges/career-quest-learning-center---jackson/
Riveroak Technical College,2 Year,"Live Oak, FL",https://www.niche.com/colleges/riveroak-technical-college/
Expertise Cosmetology Institute,2 Year,"Las Vegas, NV",https://www.niche.com/colleges/expertise-cosmetology-institute/
Warner Pacific College,4 Year,"Portland, OR",https://www.niche.com/colleges/warner-pacific-college/
Mandl School - The College of Allied Health,2 Year,"New York, NY",https://www.niche.com/colleges/mandl-school---the-college-of-allied-health/
MediaTech Institute - Dallas,2 Year,"Dallas, TX",https://www.niche.com/colleges/mediatech-institute---dallas/
Strayer University - Maryland,4 Year,"Suitland, MD",https://www.niche.com/colleges/strayer-university---maryland/
Maine College of Art,4 Year,"Portland, ME",https://www.niche.com/colleges/maine-college-of-art/
Carrington College - Las Vegas,2 Year,"Las Vegas, NV",https://www.niche.com/colleges/carrington-college---las-vegas/
York College - Nebraska,4 Year,"York, NE",https://www.niche.com/colleges/york-college---nebraska/
Institute of Production & Recording,4 Year,"Minneapolis, MN",https://www.niche.com/colleges/institute-of-production--and--recording/
Fortis College - Salt Lake City,2 Year,"Salt Lake City, UT",https://www.niche.com/colleges/fortis-college---salt-lake-city/
